[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [UNDERLYING_LAST], [EXPIRE_DATE], [EXPIRE_UNIX], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_RHO], [C_IV], [C_VOLUME], [C_LAST], [C_SIZE], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_SIZE], [P_LAST], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [P_RHO], [P_IV], [P_VOLUME], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 13.000000, 4.030000, 52 x 55, 4.000000, 4.100000, 1.000000, 0.000000, 0.010000, 0 x 3354, 0.000000, -0.003760, 0.003150, 0.000090, -0.004900, 0.000000, 8.006770, , 4.100000, 0.802000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 11.000000, 3.010000, 52 x 54, 3.000000, 3.100000, 2.000000, 0.000000, 0.010000, 0 x 2344, 0.000000, -0.006390, 0.009050, 0.000020, -0.004140, 0.000000, 4.669540, , 3.100000, 0.605000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 2.680000, 16 x 17, 2.530000, 2.570000, 2.500000, 0.000000, 0.010000, 0 x 2868, 0.010000, -0.009060, 0.014710, -0.000080, -0.004330, 0.000000, 3.609600, 0.000000, 2.600000, 0.506000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 2.330000, 11 x 9, 2.030000, 2.070000, 3.000000, 0.000000, 0.010000, 0 x 107, 0.010000, -0.010760, 0.024560, 0.000540, -0.004780, 0.000000, 2.738590, 0.000000, 2.100000, 0.407000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 1.980000, 16 x 20, 1.530000, 1.570000, 3.500000, 0.000000, 0.010000, 0 x 4132, 0.010000, -0.015550, 0.043900, 0.000290, -0.004700, 0.000000, 1.992350, 0.000000, 1.600000, 0.308000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 8.000000, 0.970000, 16 x 40, 1.030000, 1.050000, 4.000000, 0.000000, 0.010000, 0 x 3366, 0.010000, -0.022340, 0.090970, -0.000170, -0.004330, -0.000110, 1.327800, 30.000000, 1.100000, 0.209000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 191.000000, 0.560000, 3 x 25, 0.540000, 0.570000, 4.500000, 0.000000, 0.010000, 0 x 337, 0.010000, -0.039330, 0.272150, 0.000340, -0.004150, 0.000000, 0.709680, 183.000000, 0.600000, 0.111000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 0.534420, 1.013740, 0.001540, -0.025130, 0.000520, 0.987700, 5914.000000, 0.170000, 193 x 340, 0.170000, 0.180000, 5.000000, 0.120000, 0.130000, 216 x 350, 0.120000, -0.479030, 1.236670, 0.002160, -0.035760, -0.000440, 0.730670, 5467.000000, 0.100000, 0.012000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 0.176930, 0.530380, 0.001220, -0.020390, 0.000420, 1.127700, 4059.000000, 0.050000, 453 x 165, 0.040000, 0.050000, 5.500000, 0.480000, 0.510000, 193 x 93, 0.490000, -1.000000, 0.000000, 0.578560, 0.000000, 0.000000, 0.001270, 615.000000, 0.400000, 0.087000
1677704400, 2023-03-01 16:00, 2023-03-01, 16.000000, 5.060000, 2023-03-03, 1677877200, 2.000000, 0.088370, 0.245240, 0.001120, -0.015600, -0.000040, 1.490530, 970.000000, 0.020000, 179 x 319, 0.020000, 0.030000, 6.000000, 0.960000, 0.990000, 5 x 1, 0.980000, -1.000000, 0.000000, 0.576690, 0.000000, 0.000000, 0.001050, 227.000000, 0.900000, 0.186000
