[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [UNDERLYING_LAST], [EXPIRE_DATE], [EXPIRE_UNIX], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_RHO], [C_IV], [C_VOLUME], [C_LAST], [C_SIZE], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_SIZE], [P_LAST], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [P_RHO], [P_IV], [P_VOLUME], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000450, 0.000000, , 0.000000, 5.360000, 27 x 27, 5.050000, 5.150000, 5.000000, 0.020000, 0.010000, 0 x 155, 0.020000, -0.011920, 0.008840, 0.000320, -0.014750, -0.000440, 4.875000, 0.000000, 5.100000, 0.506000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000080, 0.000770, , 4.000000, 4.300000, 28 x 36, 4.050000, 4.150000, 6.000000, 0.000000, 0.010000, 0 x 164, 0.010000, -0.006710, 0.008140, 0.000600, -0.004800, 0.000000, 3.204650, 1.000000, 4.100000, 0.408000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000540, 0.000570, , 0.000000, 2.830000, 28 x 30, 3.550000, 3.650000, 6.500000, 0.010000, 0.010000, 0 x 244, 0.010000, -0.013090, 0.015570, -0.000220, -0.009780, -0.000330, 3.028420, 0.000000, 3.600000, 0.358000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000450, 0.000760, , 0.000000, 2.490000, 28 x 30, 3.050000, 3.150000, 7.000000, 0.010000, 0.010000, 0 x 529, 0.010000, -0.014850, 0.020960, 0.000600, -0.010030, -0.000330, 2.580440, 0.000000, 3.100000, 0.309000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000620, 0.000810, , 30.000000, 3.250000, 27 x 1, 2.570000, 2.670000, 7.500000, 0.010000, 0.010000, 0 x 503, 0.010000, -0.017460, 0.028980, 0.000020, -0.009690, 0.000000, 2.151000, 0.000000, 2.600000, 0.260000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000970, 0.000550, , 123.000000, 2.900000, 30 x 30, 2.070000, 2.180000, 8.000000, 0.010000, 0.010000, 0 x 598, 0.010000, -0.021390, 0.042170, 0.000710, -0.010110, 0.000000, 1.747390, 20.000000, 2.100000, 0.210000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000640, 0.000530, , 27.000000, 1.750000, 30 x 30, 1.570000, 1.680000, 8.500000, 0.010000, 0.010000, 0 x 352, 0.010000, -0.026980, 0.065760, 0.000040, -0.009880, -0.000110, 1.355950, 89.000000, 1.600000, 0.161000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.001120, 0.000890, , 294.000000, 1.320000, 89 x 52, 1.080000, 1.130000, 9.000000, 0.010000, 0.010000, 0 x 133, 0.010000, -0.035710, 0.116630, 0.000280, -0.009840, -0.000290, 0.975290, 318.000000, 1.100000, 0.112000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 1.000000, 0.000000, 0.000000, -0.000730, 0.000120, , 553.000000, 0.610000, 24 x 15, 0.610000, 0.630000, 9.500000, 0.020000, 0.030000, 279 x 93, 0.030000, -0.100920, 0.338780, 0.001690, -0.021550, 0.000000, 0.747870, 1754.000000, 0.600000, 0.062000
1662062400, 2022-09-01 16:00, 2022-09-01, 16.000000, 10.130000, 2022-09-02, 1662148800, 1.000000, 0.612070, 0.749680, 0.002710, -0.067560, -0.000080, 0.733360, 2723.000000, 0.290000, 2 x 48, 0.270000, 0.280000, 10.000000, 0.160000, 0.180000, 116 x 200, 0.170000, -0.398440, 0.665540, 0.002530, -0.076950, 0.000000, 0.831850, 4804.000000, 0.100000, 0.013000
